event_date,search_query,query_intent_category,landing_page_url,page_title,device_type,user_country,user_language,traffic_referrer,user_id,session_id,rank_position,serp_impressions,serp_clicks,click_through_rate,dwell_time_seconds,bounced_session,serp_feature,is_brand_query
2025-07-08,best fpga,informational,https://shop.example.com/lpyglhoed,Best Fpga,desktop,US,en,google_images,u_b8c6982a,s_3ccd094e,3,6,1,0.1667,114,False,sitelinks,False
2025-07-08,best laptop,informational,https://news.example.com/mdrqhfvoxm/cfkxrdhrw/manp,Best Laptop – Reviews,desktop,BR,en,google,u_509ec18e,s_2cf47390,41,5,0,0.0,0,True,image,False
2025-07-08,best python,informational,https://news.example.com/wiiu/ybhccsc,Best Python | Docs,desktop,CA,en,google_discover,u_e8c69467,s_26d06403,5,2,0,0.0,0,True,faq,False
2025-07-08,best python,informational,https://support.example.com/hjxbpnqt/tknakhil,Best Python – Ultimate Guide,tablet,US,en,google_discover,u_cf44de4f,s_d584b5da,12,2,0,0.0,0,True,faq,False
2025-07-08,best python,informational,https://www.example.com/missdtkb/tobfus/splkksb,Best Python | Docs,desktop,GB,en,google_images,u_1fca177d,s_5b9aa764,3,8,3,0.375,75,False,faq,False
2025-07-08,best router,informational,https://shop.example.com/azwmiku/omnhcq,Best Router | Official Site,desktop,GB,en,google,u_a6ba2b73,s_02c71de6,10,5,0,0.0,0,True,shopping,False
2025-07-08,best way to headphones,informational,https://shop.example.com/odqbhhj/rdwd,Best Way To Headphones | Official Site,mobile,US,en-GB,google_discover,u_ad106b05,s_389ecf48,13,2,0,0.0,0,True,faq,False
2025-07-08,best way to pizza,informational,https://news.example.com/bbrevv,Best Way To Pizza,desktop,CA,en,google_discover,u_d3c216de,s_ca56e37d,23,2,0,0.0,0,True,sitelinks,False
2025-07-08,best way to python,informational,https://blog.example.com/ewwwx/duacljxhc/jqklorrr,Best Way To Python | Official Site,desktop,AU,en,google_discover,u_568e0b0d,s_6980222f,8,9,1,0.1111,108,False,none,False
2025-07-08,buy climate change,transactional,https://www.example.com/ruvmehprcj,Buy Climate Change – Ultimate Guide,desktop,FR,en,google_news,u_0ecf2f48,s_07fc9fad,18,9,1,0.1111,78,False,shopping,False
2025-07-08,buy climate change,transactional,https://support.example.com/lqeanqr,Buy Climate Change | Official Site,mobile,JP,en-US,google_images,u_9857e382,s_8cdda13a,24,1,1,1.0,85,False,shopping,False
2025-07-08,buy climate change,transactional,https://docs.example.com/tpea,Buy Climate Change – Ultimate Guide,mobile,US,en,google,u_b9b14615,s_5f32174e,29,3,0,0.0,0,True,shopping,False
2025-07-08,buy climate change,transactional,https://docs.example.com/rpdbfbohbo/drycru,Buy Climate Change – Ultimate Guide,desktop,IN,en-GB,google,u_4191c0e8,s_b5e85d66,21,14,2,0.1429,62,False,shopping,False
2025-07-08,buy climate change,transactional,https://news.example.com/jbpneqs,Buy Climate Change | Official Site,mobile,US,en,google_news,u_9451e02c,s_b7350e4b,15,6,1,0.1667,73,False,shopping,False
2025-07-08,c++ closest,informational,https://blog.example.com/tptnnggtii/uigoojfst/rvvi,C++ Closest | Pricing,mobile,FR,en,google,u_b1350143,s_bb6dbe76,47,4,1,0.25,150,False,image,False
2025-07-08,c++ closest,informational,https://www.example.com/mdmcr,C++ Closest – Ultimate Guide,mobile,DE,en-US,google_news,u_edb9bc5a,s_fb89fb89,44,3,0,0.0,0,True,image,False
2025-07-08,climate change gmail,informational,https://www.example.com/ffgba/flgbhhmt,Climate Change Gmail,desktop,IN,en,google_discover,u_321f9a99,s_66b9a0e2,26,2,0,0.0,0,True,sitelinks,True
2025-07-08,coupon c++,transactional,https://blog.example.com/oaugmk/kvjly,Coupon C++ | Docs,mobile,GB,en,google_images,u_1d51a5e2,s_fd534d84,14,1,0,0.0,0,True,video,False
2025-07-08,coupon coffee,transactional,https://shop.example.com/nwuqio/awdpxeq,Coupon Coffee – Reviews,mobile,GB,en,google,u_46b81aa9,s_50b47ad8,40,1,0,0.0,0,True,sitelinks,False
2025-07-08,coupon coffee,transactional,https://docs.example.com/wbcut,Coupon Coffee,mobile,AU,en-US,google_discover,u_9da31bc7,s_cec02240,11,6,1,0.1667,108,False,sitelinks,False
2025-07-08,coupon insurance,transactional,https://docs.example.com/gbxpiozb/fewkkdj/qjsdigmo,Coupon Insurance – Reviews,desktop,IN,en,google_discover,u_5bb5e38a,s_a1856294,13,1,0,0.0,0,True,shopping,False
2025-07-08,coupon pizza,transactional,https://shop.example.com/xaltgrrwqj/spvsfybg/sejdpxdi,Coupon Pizza,mobile,US,en,google_images,u_bf2941c7,s_8c4c0332,41,4,2,0.5,112,False,sitelinks,False
2025-07-08,coupon pizza,transactional,https://blog.example.com/bjltswg,Coupon Pizza – Reviews,desktop,CA,en,google_discover,u_38050be0,s_22b5ae9f,33,3,0,0.0,0,True,sitelinks,False
2025-07-08,coupon pizza,transactional,https://shop.example.com/vgqttxyooa/yatd,Coupon Pizza – Ultimate Guide,mobile,DE,en-GB,google_discover,u_b8fa46e4,s_6f411e72,17,1,0,0.0,0,True,sitelinks,False
2025-07-08,credit card wikipedia,informational,https://www.example.com/weequbgs/hpnxwzr/lxvura,Credit Card Wikipedia – Reviews,desktop,JP,en,google_images,u_9ed438f9,s_f06c3891,41,1,0,0.0,0,True,sitelinks,False
2025-07-08,credit card wikipedia,informational,https://docs.example.com/ybskgfhkn,Credit Card Wikipedia | Pricing,mobile,US,en,google_discover,u_91c1bf6c,s_52145099,8,3,1,0.3333,84,False,sitelinks,False
2025-07-08,credit card wikipedia,informational,https://docs.example.com/frpoemv,Credit Card Wikipedia – Ultimate Guide,desktop,IN,en,google_discover,u_a499803f,s_b1804c73,12,5,0,0.0,0,True,sitelinks,False
2025-07-08,discount ssd,transactional,https://www.example.com/zopybqz/cxvcp,Discount Ssd,desktop,US,en-GB,google,u_eebb5c89,s_fc1744e1,14,2,0,0.0,0,True,none,False
2025-07-08,facebook login,navigational,https://news.example.com/aykgneewe,Facebook Login | Pricing,desktop,US,en-US,google_images,u_47cdc71d,s_b4309fd9,17,6,4,0.6667,34,True,video,True
2025-07-08,facebook login,navigational,https://shop.example.com/xqgnomh,Facebook Login | Docs,desktop,BR,en-US,google_news,u_f129c168,s_e4510a94,2,1,0,0.0,0,True,video,True
2025-07-08,fpga youtube,informational,https://news.example.com/antnxrymj/hnic,Fpga Youtube | Official Site,mobile,FR,en-US,google_news,u_748364bf,s_599b1847,48,2,0,0.0,0,True,news,False
2025-07-08,gmail,informational,https://blog.example.com/qfbi,Gmail – Reviews,mobile,US,en,google_images,u_cb6d7c85,s_0574ddb2,32,3,0,0.0,0,True,video,True
2025-07-08,guide to coffee,informational,https://blog.example.com/bxtft/dqkwibsd/denyigtdcn,Guide To Coffee – Reviews,mobile,FR,en-GB,google_images,u_91a9fe4b,s_e5bafbac,22,5,0,0.0,0,True,sitelinks,False
2025-07-08,guide to coffee,informational,https://shop.example.com/jeuhicwo,Guide To Coffee – Reviews,tablet,US,fr,google_news,u_6e010cf1,s_25487f1d,26,2,0,0.0,0,True,sitelinks,False
2025-07-08,guide to coffee,informational,https://www.example.com/arxowuz,Guide To Coffee – Ultimate Guide,mobile,US,en,google_discover,u_d2da0306,s_9db96fae,2,2,1,0.5,70,False,sitelinks,False
2025-07-08,guide to coffee,informational,https://www.example.com/vtpqwq,Guide To Coffee | Official Site,mobile,US,fr,google_discover,u_e755c28b,s_d637713b,37,1,0,0.0,0,True,sitelinks,False
2025-07-08,guide to coffee,informational,https://blog.example.com/vvxyewwvsy,Guide To Coffee | Pricing,desktop,US,fr,google,u_ce66515a,s_60525fc9,20,1,0,0.0,0,True,sitelinks,False
2025-07-08,guide to credit card,informational,https://www.example.com/vknfgwgvx/xzflc/xdumlqnc,Guide To Credit Card – Ultimate Guide,mobile,DE,en,google_images,u_0f711205,s_e3073d01,10,2,0,0.0,0,True,sitelinks,False
2025-07-08,guide to headphones,informational,https://shop.example.com/gmjlj/zcum/pwoygdrvyx,Guide To Headphones | Official Site,mobile,US,en,google_news,u_da0a63b3,s_85295a53,30,2,0,0.0,0,True,news,False
2025-07-08,guide to ssd,informational,https://support.example.com/qazrgzdb/dsqne,Guide To Ssd | Official Site,mobile,JP,en,google_news,u_44284db6,s_6ed2fa4e,40,3,0,0.0,0,True,none,False
2025-07-08,how to c++,informational,https://blog.example.com/xbjyfmk/iqgwgc/rjkhum,How To C++ – Ultimate Guide,mobile,US,en,google,u_c520f5f2,s_191682c9,22,2,0,0.0,0,True,sitelinks,False
2025-07-08,how to c++,informational,https://docs.example.com/shnsybmnt,How To C++ – Reviews,desktop,US,en,google_images,u_42f6d5eb,s_05c0a032,49,3,1,0.3333,148,True,sitelinks,False
2025-07-08,how to c++,informational,https://www.example.com/pofpx/jogovpwb,How To C++ – Reviews,desktop,CA,en,google_news,u_5f6b78d5,s_dba99bf3,39,1,0,0.0,0,True,sitelinks,False
2025-07-08,how to c++,informational,https://docs.example.com/rlvkt/tndfab/kxbhfszu,How To C++ | Pricing,desktop,BR,de,google_images,u_afdca22f,s_3be5337c,24,2,0,0.0,0,True,sitelinks,False
2025-07-08,how to router,informational,https://shop.example.com/wpeikktx/nsuxzcneos,How To Router | Docs,mobile,US,en-US,google_images,u_299be2f0,s_8d0aed92,13,2,0,0.0,0,True,none,False
2025-07-08,how to router,informational,https://www.example.com/wuehbn/jgqxmt/lunyx,How To Router | Pricing,desktop,AU,en,google_discover,u_d565c39f,s_d2c87c23,2,2,1,0.5,95,False,none,False
2025-07-08,how to ssd,informational,https://news.example.com/opaprwoc,How To Ssd | Pricing,mobile,IN,en,google_discover,u_930fb18b,s_d4fd34f1,24,4,0,0.0,0,True,shopping,False
2025-07-08,how to ssd,informational,https://docs.example.com/ugvrtoeevv/wlzqg,How To Ssd | Official Site,desktop,US,en,google,u_13b007b0,s_8a678225,38,1,0,0.0,0,True,shopping,False
2025-07-08,insurance closest,informational,https://shop.example.com/uyhvuuulk,Insurance Closest | Official Site,desktop,US,en,google_discover,u_d57062b1,s_81ba2564,6,1,1,1.0,61,False,shopping,False
2025-07-08,near me pizza,local,https://support.example.com/nceceits/jdekmhf,Near Me Pizza – Ultimate Guide,desktop,US,en,google_images,u_9ed433c3,s_356af271,11,4,1,0.25,43,False,image,False
2025-07-08,pizza bank,informational,https://news.example.com/dymq/xiaejq/ahhacdavo,Pizza Bank,mobile,US,en,google_discover,u_c5d5e755,s_0d0d636c,43,2,0,0.0,0,True,shopping,False
2025-07-08,pizza gmail,informational,https://blog.example.com/xbezfnezrf/crkdmi/lfvmafrkc,Pizza Gmail | Docs,mobile,IN,en,google,u_ffac96d4,s_0ccb2feb,18,1,0,0.0,0,True,faq,True
2025-07-08,pizza youtube,informational,https://news.example.com/uufxs,Pizza Youtube,desktop,US,en,google_discover,u_18a21327,s_fba77c17,1,5,1,0.2,73,False,sitelinks,False
2025-07-08,price climate change,transactional,https://shop.example.com/qvvdv,Price Climate Change | Official Site,mobile,US,en-US,google_images,u_408d7691,s_5787c37d,48,1,0,0.0,0,True,shopping,False
2025-07-08,price insurance,transactional,https://news.example.com/owyitql/avpzqu/hdcwgg,Price Insurance | Official Site,mobile,FR,en-US,google_discover,u_7cb8e496,s_70f2f85a,1,3,0,0.0,0,True,news,False
2025-07-08,redis closest,informational,https://support.example.com/evbx/aulfzqmff/zakpasnpa,Redis Closest | Official Site,mobile,US,en,google_discover,u_f9faef7f,s_dc875f1d,44,5,0,0.0,0,True,none,False
2025-07-08,redis directions,local,https://news.example.com/yvekenfjf,Redis Directions,mobile,CA,en,google,u_49a90b1d,s_5a278401,14,8,1,0.125,63,False,faq,False
2025-07-08,router directions,local,https://news.example.com/qmpczet,Router Directions | Pricing,desktop,US,en,google,u_613526cb,s_5ae9c455,47,3,0,0.0,0,True,news,False
2025-07-08,router directions,local,https://www.example.com/lumfkskgs/nygo/xzkzwo,Router Directions | Pricing,desktop,US,en,google,u_a3c9e0de,s_3f923360,28,2,1,0.5,98,False,news,False
2025-07-08,router directions,local,https://docs.example.com/nznojxz/bdfflmxkia,Router Directions – Ultimate Guide,desktop,JP,en-GB,google_images,u_cc919130,s_1cad3c54,37,4,0,0.0,0,True,news,False
2025-07-08,router directions,local,https://shop.example.com/nzajmorvo/wkwghabayx/pmzla,Router Directions,mobile,CA,en,google,u_5760d25e,s_847b5faf,28,2,1,0.5,83,True,news,False
2025-07-08,router wikipedia,informational,https://shop.example.com/wpvcvqh/agtcearzbt,Router Wikipedia – Ultimate Guide,mobile,CA,en,google_images,u_b63a5619,s_b51ef18b,8,1,0,0.0,0,True,shopping,False
2025-07-08,router wikipedia,informational,https://docs.example.com/rsermg/daxrhg,Router Wikipedia | Official Site,mobile,GB,en,google_discover,u_11064e02,s_bbdc390f,16,4,1,0.25,96,False,shopping,False
2025-07-08,router wikipedia,informational,https://docs.example.com/phjfgf,Router Wikipedia | Official Site,desktop,GB,en,google_discover,u_5094a6bf,s_c27c9e56,1,4,2,0.5,68,False,shopping,False
2025-07-08,ssd amazon,informational,https://support.example.com/wdjesor/wvwo,Ssd Amazon | Pricing,tablet,US,en,google_discover,u_624b0977,s_522e5fc6,12,2,1,0.5,97,False,sitelinks,False
2025-07-08,tutorial climate change,informational,https://news.example.com/dykhvhxf,Tutorial Climate Change – Ultimate Guide,desktop,US,en,google_discover,u_74221251,s_4218a535,13,4,1,0.25,104,False,localpack,False
2025-07-08,tutorial pizza,informational,https://news.example.com/gmqox/ebjst,Tutorial Pizza | Official Site,desktop,IN,en,google_news,u_ed1db595,s_8f10c80d,10,2,0,0.0,0,True,faq,False
2025-07-08,tutorial pizza,informational,https://docs.example.com/roqn/hcpsnraep,Tutorial Pizza – Ultimate Guide,desktop,US,en,google_news,u_e22ef153,s_be278e16,5,1,0,0.0,0,True,faq,False
2025-07-08,tutorial pizza,informational,https://docs.example.com/lpabikmzdw/lsdlb/zhiarrfkv,Tutorial Pizza – Ultimate Guide,mobile,FR,en,google,u_057eaec6,s_30c13659,50,6,0,0.0,0,True,faq,False
2025-07-08,tutorial pizza,informational,https://news.example.com/pkkb/zelev,Tutorial Pizza – Ultimate Guide,mobile,US,en,google_images,u_49f60579,s_57c6835c,23,6,0,0.0,0,True,faq,False
2025-07-08,tutorial pizza,informational,https://shop.example.com/qaeekckf,Tutorial Pizza – Ultimate Guide,desktop,US,en,google_discover,u_63ca93f1,s_ce7a2191,9,3,1,0.3333,77,False,faq,False
2025-07-08,tutorial pizza,informational,https://news.example.com/lyfj,Tutorial Pizza | Pricing,mobile,GB,en,google,u_92511697,s_680d1786,27,2,1,0.5,129,False,faq,False
2025-07-08,tutorial pizza,informational,https://support.example.com/trhytis/pdwshcrpk,Tutorial Pizza – Reviews,mobile,US,en,google_images,u_5ea244c7,s_89f69256,14,1,0,0.0,0,True,faq,False
2025-07-08,tutorial pizza,informational,https://www.example.com/iefqb/gzsai/ymwz,Tutorial Pizza,desktop,US,en,google_news,u_1d4dd077,s_0374ed15,28,7,0,0.0,0,True,faq,False
2025-07-08,tutorial pizza,informational,https://support.example.com/mqhhsd/wsixqlkoq,Tutorial Pizza | Official Site,mobile,US,en-GB,google_news,u_6ce46fa1,s_377b7fa2,19,4,0,0.0,0,True,faq,False
2025-07-08,tutorial pizza,informational,https://shop.example.com/fabmnc/fvoxrzzlj,Tutorial Pizza | Pricing,mobile,IN,en-US,google,u_1334f404,s_04c7e786,9,1,0,0.0,0,True,faq,False
2025-07-08,tutorial pizza,informational,https://www.example.com/bclud/sujwdhy,Tutorial Pizza – Reviews,mobile,US,en-US,google_news,u_0481e7bc,s_1861c6c1,45,3,0,0.0,0,True,faq,False
2025-07-08,tutorial pizza,informational,https://www.example.com/hdtkt/fnvvikz/tddge,Tutorial Pizza | Docs,tablet,CA,en,google,u_505f4d01,s_2eddd8dd,18,2,1,0.5,116,False,faq,False
2025-07-08,tutorial pizza,informational,https://news.example.com/sypruuyzs,Tutorial Pizza – Reviews,desktop,US,en,google_news,u_afb36d08,s_90e3d3a1,32,1,1,1.0,134,False,faq,False
2025-07-08,tutorial pizza,informational,https://news.example.com/cgimpnmhh/rtvtkysd,Tutorial Pizza | Docs,desktop,DE,en-GB,google,u_eb5ffbdc,s_194a5700,10,2,1,0.5,116,False,faq,False
2025-07-08,tutorial pizza,informational,https://blog.example.com/uvisje,Tutorial Pizza | Official Site,mobile,US,fr,google,u_df77c214,s_16285cec,12,7,1,0.1429,116,False,faq,False
2025-07-08,tutorial pizza,informational,https://shop.example.com/tshyua/ywglin,Tutorial Pizza | Pricing,desktop,US,en,google_news,u_c86f2343,s_eda164d6,39,2,1,0.5,177,False,faq,False
2025-07-08,tutorial pizza,informational,https://www.example.com/ucqhxhtv,Tutorial Pizza | Official Site,desktop,US,en,google_discover,u_b28e6c94,s_03ae9c67,5,5,2,0.4,104,False,faq,False
2025-07-08,tutorial pizza,informational,https://docs.example.com/baak/svbuvbakj/xoxpln,Tutorial Pizza | Official Site,mobile,US,en,google_discover,u_3a672979,s_cad27471,10,3,1,0.3333,90,False,faq,False
2025-07-08,tutorial pizza,informational,https://support.example.com/pvepmox/qxzkhgduwy/tqgnjhz,Tutorial Pizza | Pricing,mobile,US,en-US,google_news,u_7642ff27,s_79c36056,9,5,0,0.0,0,True,faq,False
2025-07-08,tutorial pizza,informational,https://www.example.com/xtkixnioha/kfmckjgk/veyxaxzvkm,Tutorial Pizza – Ultimate Guide,mobile,US,en-GB,google,u_5f70fc56,s_6d44d945,22,2,0,0.0,0,True,faq,False
2025-07-08,tutorial pizza,informational,https://support.example.com/mwkvoobdx/vkyaknis,Tutorial Pizza | Official Site,mobile,US,en-US,google_images,u_28fac9a2,s_430979e7,5,4,1,0.25,105,False,faq,False
2025-07-08,tutorial pizza,informational,https://www.example.com/mekhsffxun/wfdm/aywiz,Tutorial Pizza | Pricing,desktop,US,en,google_news,u_bd09286a,s_e367a8ce,7,4,0,0.0,0,True,faq,False
2025-07-08,tutorial pizza,informational,https://docs.example.com/fvmoasvf,Tutorial Pizza | Official Site,mobile,IN,en-GB,google_discover,u_060f97e5,s_f1eddc75,19,6,2,0.3333,112,False,faq,False
2025-07-08,tutorial python,informational,https://news.example.com/htohix,Tutorial Python | Official Site,desktop,GB,en,google,u_7d8c05a3,s_a79d6f34,7,2,0,0.0,0,True,sitelinks,False
2025-07-08,tutorial redis,informational,https://support.example.com/jxessr/lyjyfmzn,Tutorial Redis | Pricing,mobile,JP,en,google_news,u_7d34cada,s_852f8ea7,7,6,0,0.0,0,True,none,False
2025-07-08,what is c++,informational,https://blog.example.com/eodqnuhdf,What Is C++,mobile,US,pt,google_news,u_e291cdb8,s_833533a0,12,7,2,0.2857,96,False,sitelinks,False
2025-07-08,what is c++,informational,https://blog.example.com/mvntxbbpye,What Is C++,mobile,US,en-US,google_discover,u_e4646c0e,s_d6106267,16,2,0,0.0,0,True,sitelinks,False
2025-07-08,what is python,informational,https://support.example.com/lmvrvzunbu/ncbkxmtki,What Is Python | Docs,mobile,DE,en,google_discover,u_0cdef547,s_57ff92f8,44,1,0,0.0,0,True,faq,False
2025-07-08,what is python,informational,https://www.example.com/gqmvxwqexk/cidqjfzw/rnxetybv,What Is Python | Docs,desktop,FR,en-GB,google_discover,u_1d82fd44,s_18818dd6,23,5,0,0.0,0,True,faq,False
2025-07-08,what is python,informational,https://news.example.com/rnvpvicq,What Is Python | Pricing,mobile,GB,en,google,u_c79a9280,s_e63085b6,33,4,1,0.25,121,False,faq,False
2025-07-08,what is python,informational,https://blog.example.com/rudqljoc/bqcqlu/lrvjeav,What Is Python | Pricing,mobile,US,en,google_images,u_f40dacd7,s_f045cf1a,48,3,1,0.3333,157,False,faq,False
2025-07-08,what is python,informational,https://docs.example.com/gbsskbtly/qzyhqp/bglbfuhm,What Is Python | Pricing,mobile,US,en,google,u_28bf22ef,s_d57b79ec,3,6,1,0.1667,85,False,faq,False
2025-07-08,what is python,informational,https://support.example.com/djxjscg/ueiyrexsk,What Is Python | Official Site,mobile,US,en,google_images,u_1cd0ddc7,s_5726f7c1,10,3,0,0.0,0,True,faq,False
2025-07-08,what is python,informational,https://blog.example.com/ldpsk,What Is Python,mobile,DE,fr,google_discover,u_86983cb0,s_33b2ea32,24,2,0,0.0,0,True,faq,False
2025-07-08,what is python,informational,https://news.example.com/lrobmlj/oesllnd,What Is Python,desktop,US,en,google_news,u_92884cd8,s_db469e7e,31,1,0,0.0,0,True,faq,False
2025-07-08,what is python,informational,https://news.example.com/odklk/biedow,What Is Python,mobile,US,en,google_news,u_97c365e0,s_58fd621e,25,5,1,0.2,122,False,faq,False
2025-07-08,what is python,informational,https://news.example.com/tmgykeoc/kyrn,What Is Python – Reviews,mobile,GB,en-US,google_discover,u_0a8035d0,s_49687408,30,3,1,0.3333,160,False,faq,False
2025-07-08,what is python,informational,https://blog.example.com/uexkkkod/hqfgjfck,What Is Python | Pricing,desktop,IN,en,google_discover,u_eab5362b,s_5cdcd313,40,5,0,0.0,0,True,faq,False
2025-07-08,what is python,informational,https://support.example.com/vnbkny/gayti,What Is Python | Pricing,tablet,DE,en-US,google_news,u_27b3057f,s_bef48a92,33,2,0,0.0,0,True,faq,False
2025-07-08,what is python,informational,https://docs.example.com/pawffh/fafnqyw,What Is Python – Ultimate Guide,desktop,US,en,google_images,u_df75c0b0,s_ffbe0981,41,1,0,0.0,0,True,faq,False
2025-07-08,what is python,informational,https://news.example.com/imnwh/vaxxeek/zxtwkfjc,What Is Python – Ultimate Guide,mobile,BR,en,google,u_a0a0288a,s_9375d3af,27,4,0,0.0,0,True,faq,False
2025-07-08,what is python,informational,https://www.example.com/slfnnigihb/xplw/gztlzvpcxp,What Is Python – Ultimate Guide,desktop,US,en,google_images,u_c5a7ecdb,s_0281aa01,20,2,0,0.0,0,True,faq,False
2025-07-08,what is python,informational,https://blog.example.com/vrindk/wtznpnk,What Is Python | Docs,desktop,CA,en-GB,google_images,u_fa7f7299,s_16090780,24,3,0,0.0,0,True,faq,False
2025-07-08,what is python,informational,https://shop.example.com/lfpeuf/nhitgk/ztxlmmm,What Is Python | Docs,mobile,US,en-US,google,u_9f87e133,s_ac82ebe1,48,3,0,0.0,0,True,faq,False
2025-07-09,bank,informational,https://shop.example.com/lfgzmfpqp/hpbdng/gtyuvals,Bank | Official Site,desktop,US,en,google_discover,u_6b5d03c7,s_dc91a5c1,21,13,0,0.0,0,True,faq,False
2025-07-09,bank,informational,https://support.example.com/slisjrbchf/znwhgyl,Bank,desktop,US,en,google_discover,u_b19fdc20,s_916ac317,16,5,1,0.2,123,False,faq,False
2025-07-09,bank,informational,https://shop.example.com/ihinygp/uwkz/hvnp,Bank | Pricing,tablet,FR,de,google_images,u_1dc3217f,s_99ba117b,17,2,0,0.0,0,True,faq,False
2025-07-09,benefits of c++,informational,https://blog.example.com/kundhf,Benefits Of C++ – Ultimate Guide,mobile,JP,pt,google_discover,u_e5804a13,s_f3ae31e5,33,4,0,0.0,0,True,faq,False
2025-07-09,benefits of credit card,informational,https://shop.example.com/pbnytur,Benefits Of Credit Card,mobile,US,en,google_discover,u_f12fe214,s_69c70b2f,15,14,3,0.2143,86,False,sitelinks,False
2025-07-09,benefits of credit card,informational,https://blog.example.com/bpugmny/yqaemd,Benefits Of Credit Card | Pricing,desktop,AU,en-GB,google_discover,u_40d00793,s_807ae5a7,31,7,1,0.1429,125,False,sitelinks,False
2025-07-09,benefits of credit card,informational,https://news.example.com/bqhtilve,Benefits Of Credit Card | Pricing,mobile,US,en,google_discover,u_1758f4ed,s_c54b8e74,41,4,0,0.0,0,True,sitelinks,False
2025-07-09,benefits of credit card,informational,https://docs.example.com/cfwywvz/orhli,Benefits Of Credit Card | Docs,mobile,GB,en,google_images,u_ee688351,s_ae522e76,33,1,0,0.0,0,True,sitelinks,False
2025-07-09,benefits of credit card,informational,https://docs.example.com/nwjqblvtv/eixdgpetjk,Benefits Of Credit Card | Pricing,mobile,US,en,google_news,u_6da78427,s_dce18482,13,3,0,0.0,0,True,sitelinks,False
2025-07-09,benefits of credit card,informational,https://news.example.com/cgxues/uvycznfh,Benefits Of Credit Card | Official Site,desktop,US,en,google_discover,u_85ef161e,s_b94318e0,15,7,2,0.2857,106,False,sitelinks,False
2025-07-09,benefits of credit card,informational,https://blog.example.com/pxijknx/denrobjm/jrapyaff,Benefits Of Credit Card | Official Site,mobile,US,en,google_news,u_c3c92f39,s_a8f3ad43,8,2,0,0.0,0,True,sitelinks,False
2025-07-09,benefits of credit card,informational,https://blog.example.com/flaso/vlyruwrx,Benefits Of Credit Card | Official Site,mobile,US,en-US,google_images,u_a11f4775,s_b84b8595,26,4,1,0.25,86,False,sitelinks,False
2025-07-09,benefits of credit card,informational,https://support.example.com/ssvu/yaxj/ugkdrjy,Benefits Of Credit Card | Official Site,desktop,AU,en,google_discover,u_2841854c,s_76a8b22c,26,8,2,0.25,111,False,sitelinks,False
